,Month,Rating,Type,Device Type,Country,Subscribers,Total Revenue
10454,Jun,3,Series,Tablet,Australia,76140396,232787647.5229279
10455,Aug,3,Movie,Smart Tv,South Korea,77033716,239919103.2674351
10456,Jan,4,Series,Mobile,UK,79401723,221850846.31567022
10457,Jul,2,Tv Show,Tablet,Germany,77758742,224883495.57080853
10458,Jan,2,Movie,Tablet,Brazil,72802936,227638460.24984336
10459,Feb,2,Tv Show,Smart Tv,Japan,77113344,223568757.12861395
10460,Feb,2,Series,Tablet,Japan,70855261,232245864.78691664
10461,Sep,3,Series,Smart Tv,Brazil,71468067,232745140.56373334
10462,Sep,5,Movie,Mobile,USA,70197915,224780098.1290378
10463,Aug,3,Series,Smart Tv,Brazil,73223501,224259909.39162597
10464,May,5,Tv Show,Tablet,USA,70831332,221287491.06678194
10465,Mar,5,Tv Show,Mobile,Australia,74277067,239338053.32388857
10466,Jan,5,Tv Show,Mobile,Canada,72607093,235840612.99814403
10467,Feb,2,Series,Tablet,Canada,72019799,224049225.51364452
10468,Jan,4,Series,Tablet,India,71842127,226386473.21328083
10469,Dec,3,Tv Show,Smart Tv,Germany,74147999,230134834.12949437
10470,Feb,3,Movie,Mobile,Brazil,71653001,227975030.37921435
10471,Sep,5,Movie,Tablet,India,76464653,231276350.88344434
10472,Mar,3,Tv Show,Smart Tv,Brazil,70061971,229907922.7357147
10473,Nov,3,Series,Smart Tv,Australia,70509395,233703087.82928807
10474,Mar,3,Tv Show,Tablet,India,71564293,234956001.9802054
10475,Nov,5,Movie,Smart Tv,USA,75210304,231530165.52642724
10476,Jan,1,Movie,Smart Tv,Japan,76593502,237087424.3057888
10477,Nov,5,Tv Show,Smart Tv,South Korea,74781560,231377669.67913887
10478,Nov,3,Tv Show,Mobile,India,70802628,221418224.25998673
10479,Apr,2,Movie,Mobile,Australia,70269175,236239696.0582634
10480,Nov,3,Tv Show,Smart Tv,South Korea,76918514,228691671.84527767
10481,Jan,3,Series,Tablet,UK,74667544,228089003.96847895
10482,Apr,3,Tv Show,Tablet,Germany,75441058,229990931.45832893
10483,Nov,1,Tv Show,Smart Tv,Germany,70216617,229587929.12106523
10484,Jun,1,Movie,Smart Tv,India,75386333,238703612.03858963
10485,Jan,4,Series,Tablet,UK,74368508,233594083.54292542
10486,Apr,1,Movie,Tablet,Australia,77282716,229522458.14907575
10487,Sep,4,Series,Smart Tv,USA,74645516,222033567.33479232
10488,Apr,5,Series,Mobile,Brazil,78697834,224535441.099829
10489,Jul,2,Series,Smart Tv,France,72315868,225340546.93462545
10490,Feb,5,Series,Smart Tv,Brazil,78745476,235506213.61452815
10491,Jul,1,Tv Show,Tablet,India,70562703,225239173.4794073
10492,Sep,3,Series,Smart Tv,South Korea,73764891,230528356.35556185
10493,Nov,4,Movie,Tablet,South Korea,70722219,233259577.7828107
10494,Jun,5,Series,Smart Tv,South Korea,78127525,235578148.20659813
10495,Aug,1,Tv Show,Tablet,Germany,74694041,239054692.06897265
10496,May,4,Series,Smart Tv,Canada,76972792,221665260.4513133
10497,Jan,5,Series,Smart Tv,Germany,76754966,228599992.49215186
10498,Aug,2,Movie,Mobile,USA,76441352,237002397.8102996
10499,Mar,3,Movie,Tablet,France,76668313,225937193.5896589
10500,Nov,1,Series,Mobile,Australia,71849231,229626293.19183654
10501,Jul,2,Movie,Mobile,Germany,74287774,227550619.5319021
10502,Aug,2,Movie,Smart Tv,Germany,75694008,226858407.53347224
10503,Jul,5,Series,Tablet,France,72664556,237884454.46998948
10504,Nov,5,Tv Show,Mobile,India,75426066,236919549.3908644
10505,Apr,4,Tv Show,Tablet,Australia,76550885,232080473.41659138
10506,Apr,5,Series,Smart Tv,USA,73892251,238054614.1641037
10507,Oct,4,Movie,Smart Tv,France,78429079,231784108.78932032
10508,Aug,2,Tv Show,Tablet,Brazil,71602296,236129686.56703272
10509,Nov,3,Movie,Mobile,India,74277686,222811949.72183287
10510,Jan,1,Movie,Smart Tv,Australia,72843058,229481046.5350925
10511,Apr,1,Movie,Tablet,France,78364912,227466128.37651944
10512,Feb,5,Movie,Mobile,Australia,74607895,224584763.8842084
10513,Sep,2,Movie,Tablet,USA,79472865,224341929.21477485
10514,Aug,3,Series,Smart Tv,India,74162096,235843804.96668792
10515,Dec,2,Series,Tablet,USA,76669068,237187505.76872212
10516,Sep,3,Movie,Tablet,Brazil,78447654,228163265.6583845
10517,Oct,3,Tv Show,Mobile,Germany,79460209,227813828.43657652
10518,Sep,2,Movie,Tablet,India,77867629,231685816.59514436
10519,Nov,4,Series,Smart Tv,Australia,74369130,228812865.58850846
10520,Jul,4,Movie,Smart Tv,USA,77037568,224056876.48076534
10521,Dec,1,Tv Show,Mobile,UK,75741668,221941645.90678188
10522,May,5,Tv Show,Smart Tv,Canada,71340896,234425272.08348274
10523,Oct,3,Movie,Tablet,Japan,75155896,230574715.2675562
10524,Jan,1,Movie,Mobile,India,76151330,223486817.57559344
10525,Nov,2,Tv Show,Tablet,Germany,74127300,222482742.5327518
10526,Nov,1,Series,Mobile,Japan,78934592,231733644.850852
10527,Nov,5,Tv Show,Tablet,Australia,78639463,229448466.0192001
10528,May,2,Tv Show,Tablet,UK,71155607,232884785.34762207
10529,Nov,4,Series,Smart Tv,Canada,75008187,223485634.081032
10530,Dec,2,Series,Tablet,India,71312749,226131457.90780386
10531,Feb,5,Tv Show,Tablet,France,76008549,221011599.20154184
10532,Mar,5,Tv Show,Mobile,South Korea,75012892,236009730.09806797
10533,Aug,2,Series,Smart Tv,Canada,77932795,224231573.55896533
10534,Sep,5,Series,Smart Tv,Australia,76267037,226863296.834745
10535,Aug,4,Movie,Smart Tv,Canada,74643868,228554875.82712135
10536,May,1,Series,Tablet,South Korea,72265697,228137188.78924167
10537,May,2,Movie,Tablet,Australia,73739155,228705360.26114953
10538,Sep,5,Series,Tablet,Australia,71067537,234881420.00714448
10539,Dec,4,Tv Show,Tablet,Australia,78510656,230642467.11371255
10540,Nov,4,Movie,Tablet,South Korea,72390445,236589954.66748923
10541,Sep,5,Series,Mobile,Japan,71983169,238782997.17741844
10542,Sep,3,Series,Mobile,Brazil,70396957,239141286.93322676
10543,Jan,3,Movie,Smart Tv,Canada,78085695,222713814.69486028
10544,Jul,5,Series,Smart Tv,Japan,70952057,225853052.75977275
10545,May,5,Movie,Tablet,Australia,78379460,239125910.95038924
10546,Oct,5,Series,Tablet,Brazil,77649814,225287334.1354836
10547,Apr,1,Series,Mobile,Japan,70179316,222599393.50084287
10548,Jul,1,Movie,Mobile,UK,71362064,228395919.0455959
10549,Aug,4,Tv Show,Mobile,South Korea,73575818,230036016.46175438
10550,Aug,5,Series,Smart Tv,Australia,71963999,228417891.2945799
10551,Jul,4,Series,Mobile,UK,79052429,224291211.71382922
10552,Feb,3,Series,Smart Tv,France,74992845,228790063.11090207
10553,May,4,Series,Mobile,Japan,77167454,230835218.63975716
10554,Jan,2,Movie,Mobile,Canada,73070025,237311702.43067405
10555,Dec,3,Series,Tablet,UK,75859991,225463532.96954292
10556,Jul,3,Tv Show,Mobile,Germany,76353003,233903636.65097034
10557,Dec,1,Tv Show,Smart Tv,Canada,79037699,235148775.6794022
10558,Apr,5,Series,Mobile,South Korea,78710687,224945223.57094604
10559,Mar,4,Series,Tablet,South Korea,78669377,235568520.76147723
10560,Jan,3,Tv Show,Mobile,India,78782810,227264363.71438134
10561,Feb,5,Tv Show,Mobile,Germany,77865364,234285608.87170273
10562,Oct,5,Series,Tablet,Canada,74377782,237451701.01951247
10563,Apr,4,Series,Smart Tv,UK,77992310,228804704.83087498
10564,Jun,4,Movie,Mobile,UK,73828737,227074787.714385
10565,Sep,2,Movie,Tablet,India,77158327,220099514.4272318
10566,Oct,4,Tv Show,Tablet,Australia,79516541,221310236.4659215
10567,Jan,5,Series,Smart Tv,Germany,72667660,234415823.5779442
10568,Dec,4,Tv Show,Mobile,France,70037804,223248797.5919322
10569,Jun,4,Tv Show,Mobile,France,73767367,222474892.08184743
10570,Jul,5,Series,Mobile,Brazil,78688282,233552550.21984914
10571,Feb,5,Movie,Mobile,India,76889219,223461810.49560127
10572,Sep,5,Tv Show,Mobile,UK,78594742,229329784.33403003
10573,Mar,3,Tv Show,Mobile,Canada,70622384,220581977.84156033
10574,Nov,3,Movie,Smart Tv,Brazil,76164844,224170775.7660536
10575,Aug,1,Tv Show,Tablet,Canada,75652976,232269293.32395598
10576,Mar,1,Movie,Smart Tv,USA,78776486,223239156.03541502
10577,Dec,1,Movie,Smart Tv,Japan,71329505,221347141.03995714
10578,Nov,2,Tv Show,Smart Tv,Canada,73952409,237449561.03146487
10579,May,5,Movie,Tablet,UK,74928013,229551348.85014743
10580,Nov,2,Tv Show,Smart Tv,USA,71224366,230068704.2807762
10581,May,3,Series,Mobile,India,77502124,226157438.62664273
10582,Jun,4,Tv Show,Tablet,Brazil,79641054,225417461.82990706
10583,Apr,2,Movie,Mobile,UK,72200642,225738447.46990818
10584,Nov,5,Tv Show,Mobile,USA,70468745,238462952.23638642
10585,Oct,4,Series,Tablet,Canada,71075454,237086000.86610702
10586,Jan,2,Movie,Mobile,Germany,70573896,238428615.4853514
10587,Jan,5,Series,Smart Tv,France,77253530,237468117.84322432
10588,Jul,4,Series,Tablet,Brazil,79074514,234803293.12347096
10589,Jun,1,Series,Tablet,UK,75714155,221673669.95424387
10590,Sep,3,Tv Show,Smart Tv,France,70355108,233060255.43238893
10591,Oct,2,Tv Show,Mobile,Japan,75116884,223594125.46588746
10592,Feb,3,Movie,Tablet,Brazil,72570269,235095578.7702704
10593,May,5,Movie,Tablet,USA,79842463,225006217.2619291
10594,Nov,3,Movie,Tablet,Australia,76812815,230796605.7023153
10595,Feb,4,Movie,Tablet,South Korea,75309885,229372578.25538826
10596,Jun,2,Series,Smart Tv,Australia,77124295,230559905.61477327
10597,Nov,2,Tv Show,Smart Tv,France,75938311,234416705.19542786
10598,Apr,3,Movie,Smart Tv,Australia,71865386,222528311.19272718
10599,Mar,5,Movie,Smart Tv,Japan,73734765,235523649.29198247
10600,Jun,4,Movie,Tablet,France,73508290,229074170.19282287
10601,May,5,Movie,Mobile,India,71571936,233751972.46425608
10602,Feb,1,Series,Tablet,India,71968192,221919308.17260796
10603,Dec,4,Movie,Mobile,USA,71826019,239411550.1787477
10604,Jun,3,Series,Mobile,Japan,70946904,223508959.22359616
10605,Sep,3,Movie,Smart Tv,Australia,79157114,220702997.06917438
10606,Dec,4,Movie,Tablet,Germany,78638166,238371583.83668092
10607,Jan,3,Movie,Tablet,Germany,78130089,229519258.07229692
10608,Nov,1,Movie,Mobile,South Korea,76910829,236690322.6897745
10609,Mar,4,Movie,Mobile,India,70458668,229343439.5397418
10610,May,5,Movie,Tablet,UK,76982687,228732727.37736535
10611,Feb,5,Movie,Smart Tv,Brazil,78729924,239777164.16520625
10612,Mar,3,Movie,Smart Tv,Canada,79307570,228562006.8403822
10613,Jun,3,Series,Tablet,Brazil,74812465,236958181.68115544
10614,May,1,Movie,Tablet,USA,71514061,221025276.30961522
10615,Jun,3,Series,Mobile,South Korea,79536205,233045348.11945873
10616,Nov,4,Series,Mobile,Japan,77846315,226088777.79775158
10617,Aug,1,Series,Tablet,Germany,70956406,227409980.28676048
10618,Jun,3,Tv Show,Mobile,India,71426933,221889459.29416403
10619,Oct,1,Movie,Mobile,South Korea,76977276,227906755.39675632
10620,Sep,5,Series,Tablet,Canada,77475048,220954832.38524866
10621,Jul,5,Tv Show,Mobile,France,75140506,238655093.2073963
10622,Jul,4,Series,Smart Tv,UK,77844105,237096601.34094214
10623,Apr,3,Tv Show,Mobile,Brazil,73712951,227495548.1293439
10624,Nov,3,Tv Show,Smart Tv,India,72621212,223331441.48147997
10625,May,4,Tv Show,Tablet,India,75147077,225711007.1648819
10626,Oct,2,Series,Tablet,USA,70323553,238291723.89195874
10627,Jun,4,Tv Show,Mobile,France,70365876,231092896.83459517
10628,Feb,2,Movie,Tablet,India,72360657,230686192.61750084
10629,Jul,1,Tv Show,Tablet,USA,72837441,233909638.10021818
10630,Mar,2,Movie,Smart Tv,Australia,72349404,229016789.59524342
10631,Oct,2,Tv Show,Mobile,USA,78753896,236041997.06429565
10632,Aug,3,Movie,Tablet,Japan,78514871,233503576.16154277
10633,Jul,4,Tv Show,Smart Tv,France,77716984,224100810.70195502
10634,Dec,5,Tv Show,Smart Tv,Brazil,78619307,231371015.46560448
10635,Jan,5,Series,Smart Tv,Canada,77330396,225414085.54731718
10636,Apr,1,Tv Show,Smart Tv,Japan,78817703,227548695.11729905
10637,Nov,3,Movie,Smart Tv,Canada,78490623,229034213.54597035
10638,Jun,1,Tv Show,Tablet,Japan,78457755,226177359.31107947
10639,Jul,5,Tv Show,Smart Tv,Australia,74825706,226749101.6993765
10640,Jul,2,Tv Show,Mobile,UK,74437582,222764747.13058043
10641,Oct,1,Tv Show,Tablet,Brazil,74772807,221749756.03556287
10642,Mar,1,Movie,Tablet,UK,73803808,222918197.5629582
10643,Dec,2,Series,Smart Tv,Canada,79782022,237475900.55066532
10644,Apr,3,Movie,Tablet,Brazil,75285825,225368351.6784029
10645,Jun,3,Series,Smart Tv,UK,73493353,225198012.9651241
10646,Aug,3,Tv Show,Smart Tv,Japan,77247249,220014393.57239527
10647,Jun,5,Tv Show,Smart Tv,Japan,70972416,234917590.23520273
10648,Nov,5,Series,Mobile,India,76941915,221129280.38537738
10649,Jan,5,Movie,Smart Tv,Brazil,76723678,238607341.3909417
10650,Nov,5,Series,Tablet,UK,74787600,228407073.05076373
10651,May,1,Tv Show,Mobile,France,76488929,224387035.72124517
10652,Apr,1,Tv Show,Tablet,India,79268591,230330934.4300655
10653,May,4,Series,Smart Tv,Germany,71396220,234940306.65791103
10654,Dec,4,Series,Smart Tv,USA,73936514,223085491.59688494
10655,Oct,1,Tv Show,Smart Tv,USA,71058425,220633285.48569658
10656,Feb,3,Tv Show,Mobile,UK,79670620,230803503.95509303
10657,Aug,5,Movie,Tablet,Canada,71864226,236010293.18253133
10658,Aug,4,Tv Show,Tablet,South Korea,77902067,232716780.154007
10659,Nov,2,Movie,Tablet,France,71740520,227126096.81585997
10660,Feb,3,Series,Mobile,South Korea,73345206,220029795.30222
10661,Dec,5,Tv Show,Tablet,France,75731176,237339314.7067585
10662,Jun,4,Tv Show,Tablet,USA,76994897,226117537.72397882
10663,Dec,3,Series,Smart Tv,USA,74539862,230305206.83840838
10664,Jul,1,Tv Show,Mobile,Australia,73638939,226590724.72929257
10665,May,5,Movie,Mobile,USA,72581357,229853142.162233
10666,Nov,3,Tv Show,Mobile,Canada,77885363,225914470.6444631
10667,Mar,3,Movie,Mobile,USA,70019233,223299205.9862771
10668,May,2,Tv Show,Tablet,South Korea,78917992,231454775.10629904
10669,Aug,5,Tv Show,Smart Tv,UK,79767813,224890717.0923273
10670,Jan,1,Series,Mobile,Canada,75149517,234723107.9477032
10671,Dec,1,Series,Smart Tv,Brazil,72384658,237566026.52583697
10672,Jan,4,Tv Show,Smart Tv,South Korea,77180923,227879936.8635945
10673,Mar,1,Movie,Smart Tv,India,74102637,223592644.1859586
10674,Feb,5,Series,Smart Tv,South Korea,70207089,239070944.92891198
10675,Sep,4,Tv Show,Smart Tv,UK,74746220,226148181.37756947
10676,Jun,2,Series,Tablet,UK,74659325,229259698.46555474
10677,Jun,2,Series,Smart Tv,Japan,74855334,236975405.18948108
10678,Aug,3,Tv Show,Smart Tv,Canada,74085275,228745857.69004005
10679,Aug,3,Movie,Mobile,Australia,77367870,229631478.83577144
10680,Jan,1,Series,Tablet,Germany,74653057,220511863.73304763
10681,Jul,2,Series,Tablet,Japan,79176867,238276619.1161566
10682,Jul,1,Movie,Mobile,South Korea,78239592,224041079.27267924
10683,Nov,4,Series,Smart Tv,India,78079432,235185476.26130593
10684,Aug,2,Movie,Mobile,Brazil,78199430,232907735.15237382
10685,Jul,3,Tv Show,Smart Tv,India,73237844,238491058.88195068
10686,Aug,4,Tv Show,Tablet,South Korea,76317298,220308384.95732093
10687,Apr,3,Tv Show,Mobile,Australia,70358946,231588035.23290122
10688,Dec,2,Series,Tablet,India,72609418,233109023.39177138
10689,Mar,1,Movie,Mobile,France,70878007,228898154.8349584
10690,Feb,4,Movie,Mobile,India,73657433,230095819.16547415
10691,Apr,1,Movie,Tablet,Japan,76207499,221595559.16453618
10692,Aug,1,Movie,Mobile,Australia,72355683,232440406.65800005
10693,Sep,3,Tv Show,Mobile,UK,79670048,223278516.3879442
10694,Jun,3,Movie,Smart Tv,USA,76484416,224001873.94663867
10695,Apr,5,Tv Show,Mobile,India,78202304,232061741.98242548
10696,Jul,3,Tv Show,Smart Tv,Canada,79359228,230840075.078098
10697,Apr,4,Series,Tablet,Canada,79217224,231321933.81224778
10698,Apr,2,Tv Show,Mobile,India,78727438,223159829.37548968
10699,Nov,3,Series,Tablet,India,76613622,223326679.16840073
10700,Dec,2,Movie,Tablet,Japan,75760411,224158828.19877326
10701,Oct,4,Movie,Mobile,Canada,70475445,227775591.4548369
10702,Sep,4,Movie,Smart Tv,Brazil,75863420,236158884.65800297
10703,May,5,Series,Tablet,Canada,71420617,220202841.1832353
10704,Nov,3,Tv Show,Tablet,Canada,72438514,223456263.09591642
10705,Nov,4,Series,Mobile,Germany,73430913,233224989.4772729
10706,Jan,1,Tv Show,Tablet,Germany,78513387,228433691.93359733
10707,Feb,4,Tv Show,Smart Tv,Brazil,76431422,235988465.40120828
10708,Apr,1,Movie,Tablet,India,78681671,225848439.54393393
10709,Dec,1,Movie,Tablet,Germany,71872990,227015824.02802095
10710,Feb,5,Series,Smart Tv,Japan,77162357,220094044.35765758
10711,Dec,2,Series,Tablet,France,76617056,227440196.19915637
10712,Mar,3,Tv Show,Mobile,Brazil,70992880,222425622.71047416
10713,Sep,4,Tv Show,Smart Tv,Brazil,75825736,237386377.10663947
10714,Nov,3,Tv Show,Smart Tv,France,70493081,233080836.45512405
10715,Jan,3,Series,Tablet,Canada,73616114,239231608.98167914
10716,Apr,3,Movie,Mobile,Brazil,71870897,228072421.5688945
10717,Jul,4,Movie,Mobile,Brazil,71447316,228395492.71574578
10718,Jan,3,Tv Show,Tablet,Australia,71370500,226286865.7264884
10719,Nov,2,Movie,Tablet,Japan,70692020,238887303.42842832
10720,Sep,1,Series,Mobile,UK,78426645,227351363.6313802
10721,Mar,5,Tv Show,Tablet,Australia,79875791,226888817.76347062
10722,Nov,1,Movie,Smart Tv,UK,78341158,234055223.57173643
10723,Mar,5,Movie,Tablet,Germany,77978352,228849504.68245482
10724,Mar,5,Series,Smart Tv,Australia,75662780,235539533.90657535
10725,Dec,5,Movie,Mobile,Japan,72664602,239631541.0315593
10726,Apr,5,Movie,Mobile,USA,78033098,228584419.57129547
10727,Sep,2,Series,Smart Tv,India,78261683,223020913.2703112
10728,Feb,5,Tv Show,Smart Tv,Brazil,77046911,238436313.42541724
10729,Dec,5,Series,Smart Tv,Germany,71309834,224415857.35673475
10730,Jan,4,Series,Tablet,Australia,77636512,223831390.0003443
10731,Nov,2,Series,Smart Tv,UK,76958784,224182699.26838848
10732,Jul,1,Tv Show,Tablet,Australia,73814617,238800860.16753507
10733,Nov,4,Series,Mobile,Canada,78773182,220033012.19273704
10734,May,3,Series,Mobile,Australia,76392857,236844990.13200283
10735,Jun,1,Movie,Smart Tv,Australia,75898345,220263884.65315464
10736,Mar,2,Movie,Tablet,Australia,76369915,238601207.88747394
10737,Mar,4,Series,Tablet,Australia,71752491,239227841.43382537
10738,Sep,3,Movie,Tablet,Germany,72240947,236758106.67926964
10739,Jun,5,Movie,Smart Tv,Canada,71028988,232129788.21820298
10740,Apr,4,Series,Tablet,Brazil,70946016,235661284.08896503
10741,May,2,Tv Show,Tablet,Canada,73519951,223612348.37315992
10742,Sep,4,Movie,Mobile,Japan,70558504,221947401.01823118
10743,Mar,1,Movie,Smart Tv,India,74965775,236986743.09949258
10744,Dec,4,Tv Show,Smart Tv,France,77749950,234394223.06009185
10745,Jun,1,Tv Show,Smart Tv,UK,76208605,225607220.85763186
10746,Oct,5,Movie,Smart Tv,Australia,72264525,220114149.92922848
10747,Mar,2,Movie,Tablet,Germany,78418095,223508738.6919166
10748,Jul,2,Series,Tablet,Japan,72580013,226055256.89942536
10749,May,3,Tv Show,Mobile,Japan,74501586,226438235.3691132
10750,Oct,3,Tv Show,Smart Tv,Canada,76272776,220903802.46665403
10751,Jun,2,Movie,Mobile,India,72548518,237376562.501915
10752,Jun,1,Series,Smart Tv,Canada,74575262,224504275.2760159
10753,Apr,5,Series,Mobile,France,78630134,237410419.06255203
10754,Oct,2,Series,Smart Tv,Australia,72606043,223647283.48686534
10755,Feb,3,Movie,Tablet,USA,77520254,224512371.17111453
10756,Oct,5,Series,Mobile,India,71094845,225369306.09231815
10757,Apr,5,Tv Show,Mobile,France,79028232,235600119.6246387
10758,Sep,2,Tv Show,Tablet,India,73319024,233052870.33830288
10759,Feb,1,Tv Show,Tablet,Brazil,70705404,230260215.79778913
10760,Jun,5,Series,Smart Tv,USA,74646947,234304844.0959576
10761,Nov,4,Series,Smart Tv,Canada,75090257,232202690.2055915
10762,Dec,2,Movie,Tablet,Canada,79349276,229459318.33686644
10763,Apr,5,Tv Show,Smart Tv,India,72559930,234747421.6116929
10764,Jan,3,Tv Show,Smart Tv,India,71964622,233473946.535235
10765,Dec,4,Tv Show,Smart Tv,UK,74008496,230857559.96491808
10766,Feb,4,Tv Show,Mobile,Canada,72267429,230495014.29132417
10767,Mar,4,Movie,Smart Tv,Japan,75856309,236237600.02804932
10768,Sep,2,Series,Smart Tv,France,79241206,235529895.47024056
10769,Feb,4,Series,Mobile,Germany,77130341,228502321.7215623
10770,Sep,1,Series,Mobile,Brazil,78903334,234500548.0531764
10771,Nov,2,Movie,Tablet,Canada,71721449,237594845.89779556
10772,Jun,4,Series,Tablet,South Korea,74808336,235620612.81025374
10773,Nov,5,Movie,Mobile,India,73894027,229257418.95118877
10774,Mar,2,Series,Smart Tv,Canada,78415975,222995385.67596966
10775,Feb,1,Tv Show,Mobile,USA,76531235,223824237.7695288
10776,Nov,4,Series,Mobile,India,76458200,234026673.54274356
10777,Jan,4,Tv Show,Mobile,India,71389675,223163042.41750994
10778,Dec,3,Tv Show,Mobile,Germany,76065108,237495564.63073456
10779,Nov,2,Tv Show,Mobile,India,74941836,236119342.9887731
10780,Nov,3,Series,Mobile,Australia,79759004,222200657.3712028
10781,Oct,4,Movie,Smart Tv,Australia,72056765,229806429.2787191
10782,Apr,2,Series,Tablet,Germany,72786090,220601765.686326
10783,Jan,4,Movie,Tablet,Germany,78866318,238036123.7077311
